,win,one1,one2,one3,one4,one5,two1,two2,two3,two4,two5
52871,1,Aatrox,MasterYi,Malzahar,Tristana,Thresh,Gwen,Mordekaiser,Annie,Lucian,Orianna
52872,1,Garen,MonkeyKing,Katarina,Vayne,Lux,Sett,MasterYi,Vex,Ezreal,Karma
52873,0,Malphite,Kindred,Lux,Jhin,Senna,MonkeyKing,Viego,Viktor,Kaisa,Leona
52874,1,Irelia,Ekko,Ryze,Kaisa,Nami,Darius,Shaco,Syndra,Samira,Maokai
52875,1,Kayle,Amumu,Samira,KogMaw,Shaco,Varus,Garen,Ahri,Jinx,Swain
52876,1,Ornn,Lillia,Twitch,Lucian,Nami,Nidalee,Graves,Veigar,Samira,Nautilus
52877,0,Kayle,Rammus,Akshan,Ashe,Blitzcrank,Aatrox,Shaco,Fizz,Jinx,Morgana
52878,0,Sejuani,Trundle,Fizz,Zeri,Swain,Teemo,Volibear,Kayle,Tristana,Brand
52879,0,Sett,Graves,Xerath,Jinx,Blitzcrank,Teemo,Shyvana,Akshan,Vayne,Zyra
52880,1,Kennen,Viego,Pantheon,Kaisa,Nami,Kayle,Rammus,Tryndamere,Jinx,Nautilus
52881,1,Garen,Talon,Yasuo,MissFortune,Janna,Darius,Trundle,Xerath,Lucian,Zyra
52882,1,Darius,Amumu,Azir,Kaisa,Renata,Vayne,MonkeyKing,Malzahar,Jinx,Thresh
52883,0,Graves,Shyvana,Veigar,Ashe,Karma,Nasus,MasterYi,Vladimir,Varus,Lux
52884,1,Teemo,Warwick,Akshan,Ezreal,Pyke,Kayle,Amumu,Ekko,Kaisa,Leblanc
52885,0,Irelia,Volibear,Xerath,Kaisa,Thresh,Fiora,Jinx,Vex,Udyr,Zyra
52886,0,Zeri,Rengar,Akali,Ezreal,Alistar,Kayle,Khazix,Kassadin,Ashe,Lux
52887,0,Chogath,Viego,Zilean,Aphelios,Lux,Graves,FiddleSticks,Katarina,Kaisa,Pyke
52888,0,Kayle,JarvanIV,Gangplank,Sivir,Pyke,Swain,Khazix,Yasuo,MissFortune,Leona
52889,1,Urgot,Volibear,Corki,Caitlyn,Brand,Garen,Khazix,Ryze,Ashe,Senna
52890,1,Darius,MonkeyKing,Yone,Twitch,Sona,Kayle,Lillia,Viktor,Jhin,Ashe
52891,1,Malphite,Kayn,Yone,Twitch,Nautilus,Kayle,Olaf,Veigar,Samira,Teemo
52892,1,Swain,Kayn,Cassiopeia,MissFortune,Renata,Tryndamere,Olaf,Anivia,Twitch,Nami
52893,0,DrMundo,Ekko,Zilean,Lucian,Morgana,Kennen,Teemo,Yasuo,Tristana,Leona
52894,1,Gangplank,Taliyah,Veigar,Jhin,Nami,Yorick,MonkeyKing,Katarina,Samira,Yuumi
52895,1,KogMaw,Nidalee,Viktor,Jinx,Nami,Kayle,JarvanIV,Zed,Tristana,Xerath
52896,0,Fiora,Mordekaiser,Qiyana,Kaisa,Senna,Swain,Hecarim,Diana,Jinx,Xerath
52897,1,Yorick,Taliyah,Annie,Jinx,Nami,Sett,XinZhao,Graves,Xayah,Swain
52898,0,Sion,Hecarim,Ahri,Tristana,Senna,Sett,Taliyah,Irelia,Lucian,Nami
52899,1,TahmKench,Graves,Zilean,Caitlyn,Nami,Yone,Diana,Malphite,Aphelios,Pyke
52900,1,Shen,Zac,Yasuo,Lucian,Senna,Swain,Shyvana,Qiyana,Ezreal,Nautilus
52901,1,Olaf,MonkeyKing,AurelionSol,Vayne,Swain,Malphite,LeeSin,Morgana,Tristana,Pantheon
52902,0,Jax,Khazix,Zed,Jhin,Nautilus,Camille,Rengar,Lux,Kaisa,Rell
52903,0,Fiora,Trundle,Lux,Jhin,Senna,Illaoi,Olaf,Corki,Lucian,Braum
52904,0,Chogath,MonkeyKing,Akshan,Vayne,Lulu,Rumble,JarvanIV,Kassadin,Lucian,Nami
52905,0,Sett,Graves,Anivia,KogMaw,Senna,Lillia,Poppy,Ahri,MissFortune,Lux
52906,1,Malphite,Rammus,Kayle,Twitch,Zyra,Jhin,Volibear,Yone,Yasuo,Thresh
52907,0,Yorick,Nunu,Lux,Zyra,Senna,Illaoi,Ekko,AurelionSol,Vayne,Thresh
52908,1,Mordekaiser,Diana,Lux,Tristana,Blitzcrank,Nasus,Nocturne,Ahri,Ezreal,Zilean
52909,0,Olaf,MasterYi,Malzahar,Varus,Senna,Volibear,XinZhao,Vayne,Lucian,Sett
52910,0,Jax,Vi,Orianna,Jinx,Zilean,Aatrox,MasterYi,Malzahar,Xayah,Swain
52911,0,Graves,Taliyah,Katarina,Vayne,Yuumi,Garen,Talon,Velkoz,Tristana,Lulu
52912,0,MonkeyKing,Vi,Veigar,Ezreal,Senna,Teemo,Nocturne,Vayne,Sivir,Velkoz
52913,1,Teemo,Volibear,Vladimir,Lucian,Senna,Sion,Viego,Swain,MissFortune,Nautilus
52914,1,Olaf,Shyvana,Graves,Vayne,Velkoz,Garen,Nunu,Qiyana,MissFortune,Lux
52915,0,Nidalee,Mordekaiser,Yasuo,Vayne,Bard,Irelia,Graves,Olaf,Kaisa,Sett
52916,1,Riven,Sejuani,Syndra,Ezreal,Swain,Darius,Volibear,Orianna,Xayah,Rakan
52917,1,Quinn,Khazix,Yasuo,MissFortune,Seraphine,Teemo,Diana,Taliyah,Tristana,Yuumi
52918,0,MonkeyKing,Evelynn,Anivia,Veigar,Velkoz,Garen,Diana,Lux,Ezreal,Xerath
52919,0,Akshan,Lillia,Xerath,Samira,Pyke,Sion,Vi,Viktor,MissFortune,Sejuani
52920,1,Irelia,Shaco,Akali,Jhin,Senna,Darius,Nocturne,Lissandra,MissFortune,Brand
52921,1,Warwick,Shyvana,Lux,KogMaw,Leona,Trundle,MonkeyKing,Leblanc,Zeri,Zac
52922,0,Riven,LeeSin,Talon,Ezreal,Kaisa,Cassiopeia,Nunu,Tristana,Samira,Pyke
52923,1,Urgot,Kayn,Kayle,Katarina,Morgana,Camille,Nunu,Yorick,Jhin,Alistar
52924,0,Tryndamere,Diana,Fizz,Jhin,Rakan,Gangplank,Nocturne,Lissandra,Twitch,Yuumi
52925,1,MissFortune,Ornn,Ekko,Yone,Nautilus,Katarina,LeeSin,Tristana,Nami,Gangplank
52926,0,Kayle,Trundle,Leblanc,MissFortune,Yuumi,Volibear,JarvanIV,Morgana,Samira,Lux
52927,1,Ornn,Zac,Lux,Draven,Pyke,Renekton,Zed,Akali,Kayle,Yuumi
52928,0,Illaoi,Taliyah,Yone,Jinx,Brand,Aatrox,Diana,Yasuo,Caitlyn,Lux
52929,1,Camille,Taliyah,Pyke,Caitlyn,Velkoz,Aatrox,Nocturne,Anivia,Kaisa,Senna
52930,0,Volibear,Rammus,Gangplank,Ezreal,Bard,Jayce,Zac,Talon,Vayne,Lux
52931,1,Camille,Amumu,Irelia,Ezreal,Senna,Tryndamere,Vi,Kayle,Jhin,Lulu
52932,0,Gnar,Rammus,Viktor,KogMaw,Karma,DrMundo,MasterYi,Neeko,Vayne,Lulu
52933,1,Riven,Nocturne,Vladimir,Tristana,Blitzcrank,Vayne,Nunu,Zoe,Sivir,Karma
52934,0,TahmKench,Khazix,Senna,Corki,Pyke,Kayle,Volibear,Vex,Lucian,Renata
52935,0,Mordekaiser,Amumu,Katarina,Ezreal,Karma,Gnar,Shyvana,Renata,Sivir,Leblanc
52936,0,Gnar,Nocturne,Yasuo,Jhin,Yuumi,Mordekaiser,Viego,Xerath,Draven,Galio
52937,1,Gwen,Udyr,Malzahar,Yasuo,Karthus,Pantheon,Rengar,Zed,Vayne,Sona
52938,1,Gwen,Olaf,Zed,Kaisa,Nami,Renekton,FiddleSticks,Yone,Senna,Brand
52939,0,Garen,Kayn,Tristana,Draven,Soraka,Nasus,Khazix,TwistedFate,KogMaw,Senna
52940,0,Swain,Trundle,Veigar,Ezreal,Xerath,Garen,Ekko,Irelia,Vayne,Sona
52941,0,Yone,Graves,Zed,MissFortune,Leona,Kayle,Mordekaiser,Yasuo,Kaisa,Malphite
52942,0,Darius,MasterYi,Garen,Jhin,Karma,Aatrox,Lillia,Pantheon,Kaisa,Blitzcrank
52943,1,Mordekaiser,Kayn,Ziggs,MissFortune,Alistar,Olaf,Trundle,Ekko,Tristana,Ashe
52944,1,Ornn,Lillia,Ezreal,Samira,Ashe,Tryndamere,Ivern,Brand,Jinx,Leona
52945,0,Urgot,Rengar,Veigar,Ashe,Yuumi,Yorick,Lillia,Akshan,Vayne,Seraphine
52946,1,Gangplank,Vi,Malphite,Jhin,Sett,Aatrox,Trundle,Xerath,Vayne,Nautilus
52947,0,Garen,Vi,Anivia,Caitlyn,Nautilus,TahmKench,Viego,Gangplank,Samira,Brand
52948,0,Camille,Trundle,Zeri,Lucian,Nami,Riven,MonkeyKing,TwistedFate,Draven,Zyra
52949,0,Illaoi,Viego,Taliyah,Seraphine,Yasuo,Garen,Olaf,Lux,Ashe,Morgana
52950,1,Garen,Shaco,Yasuo,Tristana,Nautilus,Camille,Sejuani,Seraphine,Jhin,Senna
52951,0,Garen,Shaco,Zed,Ashe,Karma,Fiora,MasterYi,Vladimir,MissFortune,Senna
52952,0,Jax,Volibear,Fizz,Kaisa,Nami,Fiora,Ekko,Ahri,Lucian,Senna
52953,1,Aatrox,FiddleSticks,Talon,Xayah,Yuumi,Fiora,Tryndamere,Ahri,Tristana,Blitzcrank
52954,0,Sion,Khazix,Sylas,Tristana,Leona,Katarina,RekSai,Shyvana,Pyke,Yuumi
52955,0,Yorick,MasterYi,Vladimir,Caitlyn,Blitzcrank,Sion,Rengar,Ahri,Ashe,Brand
52956,0,Mordekaiser,Alistar,Brand,Jhin,Kindred,Warwick,XinZhao,Ahri,Lucian,Senna
52957,0,Yorick,Graves,Yasuo,Lucian,Soraka,Olaf,Ekko,Diana,Tristana,Nami
52958,1,TahmKench,Gangplank,Viktor,Samira,Twitch,Irelia,Volibear,Zoe,Kaisa,Swain
52959,0,Maokai,Shyvana,Katarina,Jinx,Bard,Volibear,LeeSin,Yasuo,Vayne,Sona
52960,1,Nasus,Jax,Veigar,Zeri,Xerath,Volibear,Sett,AurelionSol,Jhin,Zyra
52961,1,Garen,MasterYi,Anivia,Jhin,Morgana,Mordekaiser,Shaco,Karma,Caitlyn,TahmKench
52962,0,Tryndamere,Vi,Zed,Kaisa,Soraka,Gangplank,MasterYi,Chogath,Ashe,Lux
52963,0,Mordekaiser,Viego,Sylas,Kalista,Pyke,Graves,Nocturne,Akali,Lucian,Braum
52964,0,Gwen,Olaf,Taliyah,Lucian,Maokai,Fiora,Sejuani,Zilean,Twitch,Zyra
52965,1,Gnar,Kindred,Anivia,Draven,TahmKench,Olaf,LeeSin,Ekko,Kaisa,Lux
52966,1,Aatrox,MonkeyKing,Sylas,Vayne,Pyke,Tryndamere,Diana,Volibear,Jhin,Xerath
52967,1,Darius,Shaco,Seraphine,Ziggs,Nautilus,Renekton,Rammus,Viktor,Vayne,Soraka
52968,0,Sion,Shyvana,Galio,Tristana,Lux,Darius,Lillia,Katarina,Caitlyn,Nami
52969,0,Tryndamere,Udyr,Kayle,MissFortune,Nami,Urgot,MasterYi,Veigar,Kaisa,Alistar
52970,0,Darius,Karthus,Yasuo,Vayne,Seraphine,Renekton,Poppy,Veigar,Tristana,Zyra
52971,0,Gangplank,MasterYi,Chogath,Ezreal,Yuumi,MonkeyKing,Warwick,Anivia,Tristana,Sona
52972,0,Garen,Rengar,Kassadin,LeeSin,Blitzcrank,Sett,Malphite,Vladimir,Zeri,Senna
52973,1,Yone,Viego,Ahri,Lucian,Nami,Kayle,Olaf,Veigar,Jinx,Swain
52974,1,Sett,Rengar,Azir,Lucian,Ashe,Teemo,MonkeyKing,Kassadin,Senna,TahmKench
52975,1,Sett,Olaf,Lissandra,Caitlyn,Morgana,Chogath,Karthus,Akshan,Draven,Nautilus
52976,1,Gangplank,Rengar,Orianna,Twitch,Yuumi,Nasus,Gwen,Annie,Kaisa,Senna
52977,0,Riven,RekSai,Zed,Veigar,Renata,Gangplank,MonkeyKing,Ahri,Jhin,Karma
52978,0,Yorick,Sion,Viktor,Jhin,Swain,Vayne,Nidalee,Kassadin,Yasuo,Renata
52979,0,Gnar,Warwick,Vi,Ezreal,Renata,Volibear,Quinn,Veigar,Lucian,Yuumi
52980,1,Yone,Warwick,Kayle,Seraphine,Ashe,Aatrox,Kayn,Galio,Tristana,Xerath
52981,1,Nasus,MasterYi,Vex,MissFortune,TahmKench,Illaoi,Nidalee,Galio,Twitch,Lulu
52982,1,Darius,MasterYi,Zoe,Vayne,Thresh,Olaf,FiddleSticks,Malzahar,Ashe,Zyra
52983,1,Volibear,Mordekaiser,Ahri,Xayah,Urgot,Yorick,MissFortune,Annie,Ornn,Nautilus
52984,0,Chogath,FiddleSticks,Yasuo,Samira,Nautilus,Sett,Kayn,Vex,Kaisa,Leona
52985,0,Nautilus,Vi,Yasuo,Kaisa,Singed,Yone,Nunu,Ahri,Ashe,Blitzcrank
52986,0,Irelia,Udyr,Zed,Lucian,Velkoz,Gwen,Kayn,Swain,Ezreal,Morgana
52987,1,Sion,Mordekaiser,Malzahar,Lucian,Nami,Yorick,Warwick,Vex,MissFortune,Swain
52988,0,Gangplank,Zac,Akali,Caitlyn,Pyke,Illaoi,Taliyah,Zed,Lucian,Senna
52989,0,Yone,Nunu,Ahri,Lucian,Lux,Renekton,Volibear,Ekko,Jhin,Senna
52990,0,Quinn,Gragas,Ziggs,Jinx,Brand,Mordekaiser,Amumu,Veigar,Tristana,Swain
52991,0,Kayle,Kindred,Azir,Vayne,Soraka,Viktor,Taliyah,Nasus,MissFortune,Xerath
52992,1,Olaf,Shyvana,Akali,Ashe,Nami,Malphite,Diana,Yasuo,Caitlyn,Yuumi
52993,1,Kled,Taliyah,Azir,Jinx,Brand,Mordekaiser,Kayn,Irelia,Twitch,Zyra
52994,1,Garen,Lillia,Lux,MissFortune,Swain,DrMundo,Shyvana,Katarina,Tristana,Sona
52995,0,Pantheon,Diana,Yasuo,Twitch,Zyra,Nasus,Ekko,Zed,Swain,Senna
52996,0,Swain,JarvanIV,Ahri,Tristana,Senna,Jax,Graves,Vex,Ezreal,Blitzcrank
52997,0,Trundle,Hecarim,Vex,Tristana,Bard,Tryndamere,Shyvana,Viktor,Jinx,Braum
52998,1,Yasuo,Shyvana,Lucian,Ashe,Bard,Sett,Hecarim,Chogath,Twitch,Renata
52999,1,Sion,MonkeyKing,Malzahar,Lucian,Nami,Aatrox,Kayn,Taliyah,Yasuo,Xerath
53000,0,Karma,LeeSin,Kayle,Ezreal,Janna,Darius,Mordekaiser,Malzahar,Twitch,Senna
53001,1,Vladimir,Khazix,Pantheon,Jhin,Lux,Gangplank,Karthus,Yone,KogMaw,Senna
53002,0,Irelia,LeeSin,Tristana,Seraphine,Graves,Akali,Diana,Zed,Sivir,Soraka
53003,0,Teemo,Trundle,Kaisa,MissFortune,Braum,Qiyana,Diana,Zed,Samira,Swain
53004,0,MonkeyKing,Shyvana,Malzahar,Kaisa,Soraka,Lillia,Rengar,Lucian,Caitlyn,Brand
53005,0,Garen,MasterYi,Anivia,Kaisa,Nautilus,Warwick,JarvanIV,Cassiopeia,Aphelios,Seraphine
53006,1,Gangplank,Volibear,Galio,Ashe,Morgana,Malphite,Viego,Chogath,Samira,Swain
53007,0,Jax,Hecarim,Katarina,MissFortune,Xerath,Camille,MonkeyKing,Taliyah,Lucian,Karma
53008,1,Zeri,Brand,Zed,TahmKench,Senna,Jax,Rengar,Veigar,Varus,Renata
53009,1,Kayle,Kayn,Malphite,Tristana,Yuumi,Darius,Volibear,Annie,Yasuo,Sona
53010,1,Olaf,Qiyana,Annie,Lucian,Nami,Mordekaiser,Shaco,Sylas,Jinx,Morgana
53011,1,Fiora,FiddleSticks,Taliyah,Lucian,Nami,Qiyana,Graves,Viktor,Jinx,Zyra
53012,1,Darius,Rengar,Xerath,Jinx,Lux,Graves,Talon,TwistedFate,Jhin,Thresh
53013,1,Mordekaiser,Diana,Gangplank,Jinx,Swain,Irelia,Viego,Yasuo,Veigar,Soraka
53014,0,Sett,Shyvana,Camille,Jhin,Senna,Gangplank,Taliyah,Irelia,Lucian,Brand
53015,1,Chogath,Nasus,Ahri,Swain,Leblanc,Garen,Jax,Lissandra,Caitlyn,Teemo
53016,0,Yorick,LeeSin,Vex,Jhin,Xerath,Urgot,FiddleSticks,Diana,Kaisa,Zyra
53017,1,Gragas,Hecarim,Akshan,Twitch,Senna,TahmKench,Graves,Vex,Caitlyn,Thresh
53018,0,Garen,MasterYi,Ahri,Vayne,Sona,DrMundo,Udyr,Velkoz,Caitlyn,Gragas
53019,1,Kayle,Graves,Xerath,Twitch,Yuumi,Swain,Volibear,Sylas,Jhin,Pyke
53020,0,Gangplank,RekSai,Lillia,Ashe,Pyke,Irelia,Viego,Akali,Caitlyn,Nami
53021,0,Kalista,JarvanIV,Malzahar,Ezreal,Renata,Garen,Quinn,Lux,Draven,Nami
53022,0,Olaf,Viego,Yasuo,Xayah,Morgana,Irelia,Warwick,Ekko,Nautilus,Samira
53023,0,Fizz,Vi,Jayce,Ezreal,Renata,Teemo,MasterYi,Veigar,Vayne,Zilean
53024,1,Malphite,MasterYi,Yasuo,Vayne,Brand,Garen,Nocturne,Zed,Ziggs,Janna
53025,1,Yorick,Shaco,Lux,MissFortune,Senna,Jax,Viego,Ziggs,Kaisa,Lulu
53026,0,Ornn,Shyvana,Swain,Kaisa,Nami,Sion,Lillia,Lulu,Zeri,Yone
53027,0,Garen,Nocturne,Ahri,Sivir,Lux,Jhin,Lillia,Viego,Singed,Leona
53028,1,Fiora,Shaco,Malzahar,KogMaw,Senna,Sett,Nocturne,Lux,Ezreal,Alistar
53029,1,Urgot,Shaco,Orianna,Kaisa,Blitzcrank,Darius,Karthus,Lux,Ezreal,Thresh
53030,1,Chogath,MasterYi,Lux,Jhin,Bard,Gangplank,Rammus,Kayle,Jinx,Blitzcrank
53031,1,DrMundo,Vi,Katarina,Vayne,Senna,Yasuo,Taliyah,Chogath,Jhin,Leona
53032,1,Fiora,MonkeyKing,Yasuo,Jhin,Alistar,Jax,Diana,Yone,Kaisa,Leona
53033,1,Tryndamere,Nunu,Neeko,Vayne,Janna,Nasus,Volibear,Orianna,Caitlyn,Velkoz
53034,0,Trundle,Shyvana,Kayle,Ezreal,Lux,Nasus,Nocturne,Viktor,Xayah,Karma
53035,1,Ornn,Gragas,Sett,Lucian,Braum,Yone,Lillia,Katarina,Yasuo,Nautilus
53036,1,Yone,Shyvana,Lux,Tristana,Swain,Aatrox,Hecarim,Annie,Jinx,Seraphine
53037,0,Fiora,Volibear,Taliyah,Zeri,Senna,Sion,Twitch,Malzahar,Caitlyn,Zyra
53038,1,Jax,Amumu,Fizz,Jhin,Nautilus,Sylas,Lillia,Syndra,Lucian,Seraphine
53039,0,Zac,MonkeyKing,Anivia,KogMaw,Swain,Garen,Lillia,Taliyah,Jhin,Renata
53040,0,Chogath,Talon,Brand,Ashe,Senna,Ornn,Khazix,Taliyah,Jhin,Nami
53041,0,Riven,Ezreal,Kassadin,Twitch,Senna,Garen,Shaco,Taliyah,Jhin,Thresh
53042,1,Akali,Shaco,Diana,Ezreal,Morgana,Vayne,Graves,Caitlyn,MissFortune,Galio
53043,1,Akali,Olaf,Viktor,Jhin,Swain,Mordekaiser,Viego,Yone,Samira,Heimerdinger
53044,1,Mordekaiser,Hecarim,Annie,Swain,Pantheon,Malphite,Khazix,Zed,Lucian,Senna
53045,0,Mordekaiser,Khazix,Lissandra,Samira,Brand,Aatrox,Viego,Viktor,Ezreal,Lux
53046,1,Singed,Evelynn,Yasuo,Jinx,Brand,DrMundo,Volibear,MissFortune,Lucian,Zyra
53047,1,Aatrox,Viego,Viktor,Draven,Nami,Renekton,MonkeyKing,Akshan,KogMaw,Leona
53048,0,Camille,Viego,Teemo,Ezreal,Caitlyn,Kayle,Rengar,Irelia,Vayne,Yuumi
53049,1,Olaf,Kindred,Neeko,Jinx,Lulu,Jayce,KogMaw,Chogath,MasterYi,Nami
53050,0,Nasus,Shyvana,Diana,Jinx,Lux,Vayne,Rammus,Swain,Tristana,Senna
53051,0,Volibear,Rammus,Katarina,Twitch,Brand,Aatrox,Vi,Yasuo,Samira,Sona
53052,0,Illaoi,Viego,Akali,Ashe,Senna,Volibear,Graves,Zilean,Jhin,Soraka
53053,1,Kayle,MonkeyKing,TwistedFate,Zeri,Leona,Camille,Nunu,Ezreal,Tristana,Morgana
53054,0,Quinn,Hecarim,Zoe,MissFortune,Senna,TahmKench,Nocturne,Xerath,Karthus,Brand
53055,0,Singed,Diana,Talon,Ezreal,Sona,Volibear,Kayn,Viktor,Draven,Veigar
53056,1,Sylas,Olaf,Yone,Aphelios,Sona,Volibear,FiddleSticks,Vex,MissFortune,Heimerdinger
53057,1,Kaisa,Shyvana,Ornn,Blitzcrank,Kassadin,Nautilus,Jhin,Hecarim,Akali,Mordekaiser
53058,1,Sett,Talon,Zilean,Yasuo,Senna,Gwen,Diana,Zed,Jhin,Thresh
53059,0,Renekton,Udyr,Yasuo,Twitch,Zyra,Lillia,Hecarim,Lulu,Jinx,Xerath
53060,0,Darius,Zac,Yasuo,Caitlyn,Lux,Vayne,Twitch,Udyr,Sivir,Soraka
53061,1,Gwen,MasterYi,Garen,Jhin,Swain,Sion,LeeSin,Neeko,Ezreal,Senna
53062,1,Darius,Ekko,Pantheon,Ashe,Irelia,Mordekaiser,Nidalee,Galio,Twitch,Soraka
53063,0,Aatrox,Ekko,Yasuo,Jhin,MissFortune,Sejuani,Taliyah,Pantheon,Jinx,Galio
53064,1,Gangplank,Graves,Fizz,Samira,Leona,Karthus,Diana,Ekko,Caitlyn,Thresh
53065,1,TahmKench,Nocturne,Karma,Jinx,Morgana,Garen,Ekko,Pyke,Brand,Lux
53066,0,Olaf,Sejuani,Viktor,Aphelios,Blitzcrank,Fiora,Trundle,Heimerdinger,Jinx,Bard
53067,0,Gwen,Diana,Akali,Ezreal,Lux,Sion,Kayn,Volibear,KogMaw,Zilean
53068,1,Kayle,Taliyah,Yasuo,Jhin,Rakan,Illaoi,Sylas,Akshan,Lucian,Nami
53069,1,Akshan,Rengar,AurelionSol,Ashe,Zoe,Singed,LeeSin,Taliyah,Varus,Nami
53070,1,Sett,Rengar,Veigar,Ashe,Senna,Ahri,Warwick,Kayle,Caitlyn,Lulu
53071,1,Volibear,JarvanIV,Akshan,Senna,Swain,Yone,Mordekaiser,Kayle,Jinx,Alistar
53072,1,Gangplank,Warwick,Yone,MissFortune,Nautilus,Mordekaiser,Nocturne,Ekko,Vayne,Galio
53073,1,Chogath,Zed,Kassadin,Draven,Senna,Darius,Viego,Brand,Tristana,Neeko
53074,1,Swain,Diana,Yone,Kaisa,Alistar,Riven,Viego,TwistedFate,Lucian,Lux
53075,0,Kayle,MonkeyKing,Viktor,Kaisa,Nautilus,Riven,Zac,Annie,Ezreal,Zyra
53076,0,Aatrox,Nautilus,Irelia,Kaisa,Karthus,Gangplank,Shyvana,Malzahar,Lucian,Senna
53077,0,Chogath,Graves,Lux,Ezreal,Twitch,Gragas,Viego,Akali,Jhin,Senna
53078,0,Gangplank,Shyvana,Leblanc,KogMaw,DrMundo,Pantheon,JarvanIV,Zed,Tristana,Zyra
53079,1,Darius,Vi,Lissandra,Caitlyn,Galio,Sion,Shyvana,Akali,Vayne,Lulu
53080,0,Malphite,Ahri,Graves,KogMaw,Swain,Olaf,Khazix,Lissandra,Jhin,Blitzcrank
53081,0,MonkeyKing,Amumu,Swain,Jhin,Yuumi,Yasuo,Lillia,Lux,Samira,Senna
53082,0,Renekton,Diana,Malzahar,Jhin,Seraphine,Gnar,Warwick,Lux,Lucian,Pyke
53083,1,Teemo,Nocturne,Kennen,MissFortune,Velkoz,Camille,Nidalee,Tryndamere,Jhin,Zyra
53084,1,Teemo,Kindred,Velkoz,Ziggs,Veigar,Irelia,Viego,Kayle,Kaisa,Lux
53085,0,Volibear,Lillia,Sylas,Kaisa,Janna,Kayle,Zac,Lux,Draven,Brand
53086,1,Sion,Nocturne,Jayce,KogMaw,Lulu,Garen,Pantheon,Katarina,Vayne,Nami
53087,0,Mordekaiser,Graves,Twitch,Ezreal,Teemo,Jax,Nidalee,Ahri,MissFortune,Soraka
53088,1,Mordekaiser,Kindred,Swain,Jinx,Shaco,Karma,Diana,Quinn,Draven,Rakan
53089,1,Volibear,MasterYi,Malzahar,Vayne,Lux,DrMundo,Ivern,Veigar,Ashe,Renata
53090,1,Yorick,Kayn,Zed,Kaisa,Swain,Mordekaiser,Volibear,Gangplank,Jhin,Lux
53091,1,Riven,Amumu,Viktor,Lucian,Yuumi,Garen,MonkeyKing,Akshan,Jhin,Nami
53092,0,Teemo,Viego,Zoe,MissFortune,Senna,Lillia,Olaf,Akali,Jinx,Lulu
53093,0,Renekton,Rammus,Lissandra,Kaisa,Pantheon,MonkeyKing,Zac,Ahri,Lucian,Mordekaiser
53094,0,Illaoi,Taliyah,Swain,Vayne,Soraka,Chogath,Rengar,Yasuo,Caitlyn,Brand
53095,1,Ornn,Kayn,Yasuo,Jhin,Pyke,Urgot,Shaco,Zed,Veigar,Morgana
53096,1,Singed,Khazix,Graves,Varus,Lux,Fiora,Volibear,Yasuo,Kaisa,Nautilus
53097,1,Zac,Shyvana,Yasuo,Vayne,Yuumi,Gangplank,LeeSin,Lux,Kaisa,Brand
53098,0,Gangplank,Jax,Anivia,Jhin,Sejuani,TahmKench,Diana,Yone,Kaisa,Karma
53099,1,Nocturne,Khazix,Fizz,Vayne,Xerath,Sett,Lillia,Lux,Jhin,Karma
53100,1,Riven,Jax,Ahri,Vayne,Shen,Garen,MasterYi,Karthus,Tristana,Nasus
53101,1,Vayne,Shyvana,Swain,Samira,Amumu,Olaf,Gwen,Zed,Ezreal,Soraka
53102,1,Yone,Shyvana,Ahri,Jhin,Shaco,Gangplank,Vi,Akali,Jinx,Veigar
53103,0,Malphite,Kindred,Leblanc,Vayne,Lulu,Teemo,Diana,Malzahar,MissFortune,Lux
53104,1,Riven,MasterYi,Sion,Senna,Pyke,Aatrox,Poppy,Ryze,Kalista,Renata
53105,0,Renekton,Ekko,Kassadin,Jinx,Soraka,Jax,Olaf,Malzahar,Vayne,Nautilus
53106,1,Malzahar,Volibear,Garen,KogMaw,Senna,Nasus,Nocturne,Yasuo,Zoe,Xerath
53107,0,Gangplank,Rammus,Malzahar,Xayah,Twitch,Ornn,Kayn,Ekko,Draven,Braum
53108,1,Nasus,MasterYi,Vladimir,Draven,Lulu,Gwen,Rumble,Olaf,Vayne,FiddleSticks
53109,0,Darius,LeeSin,Fizz,Varus,Senna,Urgot,Ekko,Garen,Caitlyn,Lux
53110,0,Urgot,Khazix,Zed,Varus,Soraka,Chogath,Udyr,Azir,Tristana,Nami
53111,0,Garen,Diana,Ahri,Ezreal,Swain,Illaoi,Kayn,Veigar,Senna,TahmKench
53112,0,Nasus,Sejuani,Graves,Ezreal,Nami,Garen,Lillia,Vex,MissFortune,Senna
53113,0,Vayne,Shaco,Galio,Twitch,Lux,TahmKench,Vi,Tryndamere,Cassiopeia,Pantheon
53114,1,Singed,XinZhao,Graves,Tristana,Brand,Gwen,Kayn,AurelionSol,Jinx,Lux
53115,1,Darius,MasterYi,Zed,Lucian,Nami,Yone,Warwick,Tristana,Samira,Taliyah
53116,1,Darius,Diana,Cassiopeia,Lillia,Yuumi,Mordekaiser,MasterYi,Yasuo,Ezreal,Pantheon
53117,0,Mordekaiser,Trundle,Ahri,Jinx,Morgana,Swain,Shaco,Chogath,Draven,Leona
53118,1,Aatrox,MonkeyKing,Xerath,Jinx,Swain,Karma,Shaco,Viktor,KogMaw,Senna
53119,1,Olaf,Diana,Karma,Jhin,Nami,Mordekaiser,Rengar,AurelionSol,Ezreal,Lux
